TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705865,555705865,1,"State National Nature Park ""Buiratau""","Государственный национальный природный парк ""Буйратау""",State National Nature Park ,State National Nature Park ,National,II,Not Applicable,0,0,0,889.68,850.809848935163,Not Applicable,0,Designated,2011,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-SEV,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705866,555705866,1,"State National Nature Park ""Tarbagatay""","Государственный национальный природный парк ""Тарбагатай""",State National Nature Park ,State National Nature Park ,National,II,Not Applicable,0,0,0,1435.5,2014.51107645583,Not Applicable,0,Designated,2018,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-SEV,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,62569,62569,1,West-Altay State Nature Reserve,Западно-Алтайский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,861.2,557.291518505256,Not Applicable,0,Designated,1992,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-VOS,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1672,1672,1,Markakol State Nature Reserve,Маркакольский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,1029.7,742.367248538404,Not Applicable,0,Designated,1976,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-VOS,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1673,1673,1,Barsakelmes State Nature Reserve,Барсакельмесский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,1631.26,301.379659132808,Not Applicable,0,Designated,1939,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-KZY,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705873,555705873,1,Irgiz-Torgay State Nature Reservat,Иргиз-Тургайский государственный природный резерват,State Nature Reserve,State Nature Reserve,National,VI,Not Applicable,0,0,0,11735.11,11739.7497726549,Not Applicable,0,Designated,2007,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,14231,14231,1,"State Nature Reservat ""Ile-Balkhash""","Государственый природный резерват ""Иле-Балхаш""",State Nature Reserve,State Nature Reserve,National,VI,Not Applicable,0,0,0,4151.64,3599.62481390441,Not Applicable,0,Designated,2018,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1670,1670,1,Naurzum State Nature Reserve,Наурзумский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,1913.81,1913.11542148413,Not Applicable,0,Designated,1931,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-KUS,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,11827,11827,1,Ustyurt State Nature Reserve,Устюртский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,2233.42,2277.50719239344,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1669,1669,1,Almaty State Nature Reserve,Алматинский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,717,722.497568246858,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1671,1671,1,Aksu-Dzhabagly State Nature Reserve,Аксу-Жабаглинский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,1319.34,1213.68278588234,Not Applicable,0,Designated,1926,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-YUZ,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,17406,17406,1,Alakol State Nature Reserve,Алакольский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,656.72,203.78286711649,Not Applicable,0,Designated,1998,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-VOS,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,1668,1668,1,Korgalzhyn State Nature Reserve,Коргалжынский государственный природный заповедник,State Nature Reserve,State Nature Reserve,National,Ia,Not Applicable,0,0,0,5431.7,5376.06173053174,Not Applicable,0,Designated,1968,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,342650,342650,1,"State Nature Reservat ""Akzhaiyk""","Государственный природный резерват ""Акжайык""",State Nature Reserve,State Nature Reserve,National,VI,Not Applicable,1,0,670.035869223893,1115,1114.94483531157,Not Reported,0,Designated,2009,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705874,555705874,1,Zhusandala State Reserved Zone ,Жусандалинская заповедная зона,State Natural Protected Zone,State Natural Protected Zone,National,VI,Not Applicable,0,0,0,27570,22669.8418394611,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705872,555705872,1,"State Nature Reservat ""Altyn Dala""","Государственный природный резерват ""Алтын Дала""",State Nature Reserve,State Nature Reserve,National,VI,Not Applicable,0,0,0,4897.66,4898.85761376306,Not Applicable,0,Designated,2012,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,342649,342649,1,Kenderly-Kayasan State Reserved Zone ,Кендерли-Каясанская государственная заповедная зона,State Natural Protected Zone,State Natural Protected Zone,National,Not Reported,Not Applicable,0,0,0.466459207770662,12302.9,13510.7240310061,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,342651,342651,1,State Reserved Zone  in Northern part of Caspian Sea,Государственная заповедная зона в северной части Каспийского моря,State Natural Protected Zone,State Natural Protected Zone,National,Not Reported,Not Applicable,2,0,59699.3921973477,6626.3,63076.7516075378,Not Reported,0,Designated,1974,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705875,555705875,1,South Kazakhstan State Reserved Zone',Южно-Казахстанская государственная заповедная зона,State Natural Protected Zone,State Natural Protected Zone,National,VI,Not Applicable,0,0,0,62580,79037.0864836355,Not Applicable,0,Designated,2005,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555705876,555705876,1,Arys and Karatau State Reserved Zone ,Арысская и Карактауская  государственная заповедная  зона,State Natural Protected Zone,State Natural Protected Zone,National,VI,Not Applicable,0,0,0,4040,4019.01459783992,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555784002,555784002,1,Cold Winter Deserts of Turan,Cold Winter Deserts of Turan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),0,0,0,33687.41,33545.9026725778,Not Applicable,0,Inscribed,2023,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,"KAZ;TKM;UZB","KAZ;TKM;UZB",Not Applicable,Not Applicable
Polygon,903137,903137,1,Saryarka – Steppe and Lakes of Northern Kazakhstan,Saryarka - Steppe et lacs du Kazakhstan septentrional,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),0,0,0,4503.44,4488.44265558887,Not Applicable,0,Inscribed,2008,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Polygon,555622040,555622040,1,Western Tien-shan,Tien Shan occidental,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),0,0,0,5281.776,3402.47797883488,Not Applicable,0,Inscribed,2016,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,"UZB;KGZ;KAZ","UZB;KGZ;KAZ",Not Applicable,Not Applicable
Point,478022,478022,1,Ural River Delta and adjacent Caspian Sea coast,Ural River Delta and adjacent Caspian Sea coast,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vi)(vii),0,0,,1115,,Not Applicable,0,Designated,2009,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,KZ-ATY,KAZ,KAZ,Not Applicable,Not Applicable
Point,478024,478024,1,Koibagar-Tyuntyugur Lake System,Koibagar-Tyuntyugur Lake System,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iv)(v)(vi),0,0,,580,,Not Applicable,0,Designated,2009,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,KZ-KUS,KAZ,KAZ,Not Applicable,Not Applicable
Point,478025,478025,1,Kulykol-Taldykol Lake System,Kulykol-Taldykol Lake System,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iv)(v)(vi),0,0,,83,,Not Applicable,0,Designated,2009,Not Reported,Not Reported,Not Reported,Management plan is not implemented and not available,State Verified,1856,KZ-KUS,KAZ,KAZ,Not Applicable,Not Applicable
Point,555542700,555542700,1,Alakol-Sasykkol Lakes System,Alakol-Sasykkol Lakes System,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii),0,0,,9146.63,,Not Applicable,0,Designated,2009,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,"KZ-ALM; KZ-VOS",KAZ,KAZ,Not Applicable,Not Applicable
Point,555543065,555543065,1,Ili River Delta and South Lake Balkhash,Ili River Delta and South Lake Balkhash,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vi),0,0,,9766.3,,Not Applicable,0,Designated,2012,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555555583,555555583,1,Lesser Aral Sea and Delta of the Syrdarya River,Lesser Aral Sea and Delta of the Syrdarya River,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(v)(vi)(viii),0,0,,3300,,Not Applicable,0,Designated,2012,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,Not Reported,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705877,555705877,1,"State Natural Monument  ""Sharp hill «Helmet»""","Государственный памятник природы ""Острая сопка «Шлем»""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.02,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705878,555705878,1,"Natural Monument  ""Jackdaw hill""","Памятник природы ""Галочья сопка""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.02,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705879,555705879,1,"State Natural Monument  ""Relic pond""","Государственный памятник природы ""Пруд с реликтовыми насаждениями""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.01,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705880,555705880,1,"State Natural Monument  ""Green cape""","Государственный памятник природы ""Зеленый мыс""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.012,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705881,555705881,1,"Natural Monument  ""Raspberry cape""","Государственный памятник природы ""Малиновый мыс""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.005,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705882,555705882,1,"State Natural Monument  ""Hill «Strekach»""","Государственный памятник природы ""Сопка «Стрекач»""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.013,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705883,555705883,1,"Natural Monument  ""Fire Hill""","Памятник природы ""Сопка ""Пожарная""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.01,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705884,555705884,1,"State Natural Monument  ""Piceous hill""","Государственный памятник природы ""Смольная сопка""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.01,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705885,555705885,1,"Natural Monument ""Eagle mountain"" hill and spring key ""","Памятник природы ""Сопка «Орлиная гора» и родниковый ключ""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.03,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705886,555705886,1,"State National Nature Park ""Buiratau""","Государственный национальный природный парк ""Буйратау""",State National Nature Park ,State National Nature Park ,National,II,Not Applicable,0,0,,889.68,,Not Applicable,0,Designated,2011,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Management plan is implemented and is available,State Verified,1997,KZ-SEV,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705887,555705887,1,"Natural Monument ""Pinery""","Памятник природы ""Сосновый бор""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.26,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705888,555705888,1,"Natural Monument ""Sharp hill"" ","Памятник природы ""Острая сопка"" ",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.03,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705889,555705889,1,"Natural Monument ""Waterfall with cave""","Памятник природы ""Водопад с пещерой""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.005,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705890,555705890,1,"Natural Monument ""Hill «Two brothers»""","Памятник природы ""Сопка «Два брата»""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.105,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705891,555705891,1,"Natural Monument ""Split hill""","Памятник природы ""Расколотая сопка""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.02,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705892,555705892,1,"Natural Monument ""Island of lake ""Imantau""","Памятник природы ""Остров озера ""Имантау""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.344,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705893,555705893,1,"Natural Monument ""Relic Array""","Памятник природы ""Реликтовый массив""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.02,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705894,555705894,1,"Natural Monument ""Rock sediments ""Pot""""","Памятник природы ""Скальные отложения ""Котелок""""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.039,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705895,555705895,1,"Natural Monument ""Hill «Review»""","Памятник природы ""Сопка «Обозрение»""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.038,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705896,555705896,1,Natural Monument «Singing barchans»,Памятник природы «Поющие барханы»,State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,2.4,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705897,555705897,1,"Natural Monument ""Charyn ash forest"" ","Памятник природы ""Чарынская ясеневая лесная дача"" ",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,50.14,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705898,555705898,1,"Natural Monument  ""Baum's grove""","Памятник природы ""Роща Баума""",Zakaznik,Zakaznik,National,IV,Not Applicable,0,0,,1.3,,Not Applicable,0,Designated,2017,Sub-national ministry or agency,Communal,Akimats of the regions,Not Reported,State Verified,1997,KZ-KAR,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705899,555705899,1,"Natural Monument ""Chinturgen firry  grove""","Памятник природы ""Чинтургенские  ельники""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,9,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705900,555705900,1,"Natural Monument ""Sinegorskaya firry grove""","Памятник природы ""Синегорская пихтовая роща""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,1.37,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705901,555705901,1,Natural Monument «Goose flight»,Памятник природы «Гусиный перелет»,State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.02,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705902,555705902,1,"Natural Monument ""Zhanazhol""","Памятник природы ""Жанажол""",State Nature Reserve,State Nature Reserve,National,III,Not Applicable,0,0,,0.09,,Not Applicable,0,Designated,2001,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-AKM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705903,555705903,1,Main Botanical Garden ,Главный ботанический сад ,State Botanical Garden ,State Botanical Garden ,National,Not Reported,Not Applicable,0,0,,1.04,,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705904,555705904,1,Ily Botanical Garden,Илийский ботанический сад,State Botanical Garden ,State Botanical Garden ,National,Not Reported,Not Applicable,0,0,,0.65,,Not Applicable,0,Designated,1943,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-ALM,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705905,555705905,1,Altay Botanical Garden,Алтайский ботанический сад,State Botanical Garden ,State Botanical Garden ,National,Not Reported,Not Applicable,0,0,,1.54,,Not Applicable,0,Designated,1935,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-VOS,KAZ,KAZ,Not Applicable,Not Applicable
Point,555705906,555705906,1,Zheskazgan Botanical Garden,Жезказганский ботанический сад,Experimental Botanical Garden,Experimental Botanical Garden,National,Not Reported,Not Applicable,0,0,,0.62,,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-KAR,KAZ,KAZ,Not Applicable,Not Applicable
Point,342652,342652,1,Mangyshlak experimental Botanical Garden,Мангышлакский экспериментальный ботанический сад,Experimental Botanical Garden,Experimental Botanical Garden,National,Not Reported,Not Applicable,0,0,,0.39,,Not Applicable,0,Designated,1970,Federal or national ministry or agency,State,"Forestry and Wildlife Committee of the Ministry of Ecology, Geology and Natural Resources ",Not Reported,State Verified,1997,KZ-MAN,KAZ,KAZ,Not Applicable,Not Applicable
